,District Name,CDS Number (District),Average Daily Attendance (ADA) (District),English Learners # (District),English Learners % (District),Enrollment (District),Ethnic Diversity Index (District),American Indian or Alaska Native # (District),Asian # (District),Black or African American # (District),Filipino # (District),Hispanic or Latino # (District),Native Hawaiian or Pac Islander # (District),Two or More Races # (District),None Reported # (District),White # (District),American Indian or Alaska Native % (District),Asian % (District),Black or African American % (District),Filipino % (District),Hispanic or Latino % (District),Native Hawaiian or Pac Islander % (District),Two or More Races % (District),None Reported % (District),White % (District),Fluent English Proficient (FEP) # (District),Fluent English Proficient (FEP) % (District),Foster Youth # (District),Free/Reduced Meals # (District),Free/Reduced Meals % (District),FRPM/EL/Foster Undupl # (District),FRPM/EL/Foster Undupl % (District),Homeless # (District),Migrant # (District),Special Education # (District)
501,Mammoth Unified (Mono),26-73692-0000000,1138.0,228.0,18.8,1213.0,36.0,2.0,13.0,2.0,2.0,713.0,2.0,23.0,0.0,456.0,0.2,1.1,0.2,0.2,58.8,0.2,1.9,0.0,37.6,389.0,32.1,redacted,669.0,55.2,693.0,59.5,5.0,0.0,77.0
502,Manchester Union Elementary (Mendocino),23-65573-0000000,40.0,21.0,44.7,47.0,30.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,34.0,3.0,6.4,redacted,23.0,48.9,34.0,74.4,0.0,0.0,11.0
503,Manhattan Beach Unified (Los Angeles),19-75333-0000000,6522.0,127.0,1.9,6776.0,41.0,6.0,643.0,126.0,71.0,807.0,7.0,909.0,5.0,4202.0,0.1,9.5,1.9,1.0,11.9,0.1,13.4,0.1,62.0,496.0,7.3,redacted,210.0,3.1,331.0,4.4,2.0,0.0,626.0
504,Manteca Unified (San Joaquin),39-68593-0000000,22157.0,5534.0,23.6,23441.0,48.0,107.0,1907.0,1636.0,1255.0,12883.0,214.0,758.0,1.0,4680.0,0.5,8.1,7.0,5.4,55.0,0.9,3.2,0.0,20.0,3980.0,17.0,221,13053.0,55.7,14574.0,64.4,534.0,212.0,2984.0
505,Manzanita Elementary (Butte),04-61499-0000000,280.0,45.0,15.6,288.0,45.0,2.0,19.0,0.0,0.0,109.0,0.0,17.0,2.0,139.0,0.7,6.6,0.0,0.0,37.8,0.0,5.9,0.7,48.3,25.0,8.7,redacted,120.0,41.7,128.0,45.8,4.0,9.0,15.0
506,Maple Creek Elementary (Humboldt),12-62935-0000000,10.0,,,12.0,55.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,5.0,8.3,0.0,8.3,0.0,8.3,0.0,25.0,8.3,41.7,0.0,0.0,redacted,0.0,0.0,9.0,81.3,0.0,0.0,2.0
507,Maple Elementary (Kern),15-63610-0000000,279.0,44.0,15.1,292.0,30.0,0.0,1.0,0.0,0.0,196.0,0.0,0.0,0.0,95.0,0.0,0.3,0.0,0.0,67.1,0.0,0.0,0.0,32.5,42.0,14.4,redacted,168.0,57.5,168.0,60.1,3.0,0.0,15.0
508,Marcum-Illinois Union Elementary (Sutter),51-71407-0000000,157.0,90.0,3.7,2415.0,34.0,29.0,56.0,54.0,12.0,385.0,17.0,157.0,162.0,1543.0,1.2,2.3,2.2,0.5,15.9,0.7,6.5,6.7,63.9,174.0,7.2,redacted,909.0,37.6,71.0,47.5,35.0,0.0,215.0
509,Maricopa Unified (Kern),15-63628-0000000,275.0,147.0,3.7,3972.0,47.0,44.0,59.0,277.0,21.0,1187.0,12.0,276.0,56.0,2040.0,1.1,1.5,7.0,0.5,29.9,0.3,6.9,1.4,51.4,185.0,4.7,redacted,2000.0,50.4,258.0,84.5,26.0,5.0,380.0
510,Marin County Office of Education (Marin),21-10215-0000000,,45.0,17.7,254.0,50.0,2.0,17.0,12.0,4.0,102.0,0.0,10.0,7.0,100.0,0.8,6.7,4.7,1.6,40.2,0.0,3.9,2.8,39.4,48.0,18.9,redacted,55.0,21.4,71.0,,1.0,0.0,177.0
511,Mariposa County Office of Education (Mariposa),22-10223-0000000,,,,48.0,29.0,2.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,35.0,4.2,0.0,0.0,0.0,18.8,0.0,4.2,0.0,72.9,0.0,0.0,redacted,29.0,60.4,29.0,,2.0,0.0,48.0
512,Mariposa County Unified (Mariposa),22-65532-0000000,1590.0,65.0,3.5,1844.0,33.0,75.0,15.0,10.0,12.0,334.0,0.0,115.0,17.0,1266.0,4.1,0.8,0.5,0.7,18.1,0.0,6.2,0.9,68.7,48.0,2.6,29,962.0,52.2,913.0,54.3,32.0,0.0,192.0
513,Mark Twain Union Elementary (Calaveras),05-61572-0000000,797.0,56.0,6.7,833.0,32.0,19.0,10.0,8.0,3.0,170.0,0.0,39.0,4.0,580.0,2.3,1.2,1.0,0.4,20.4,0.0,4.7,0.5,69.6,30.0,3.6,12,511.0,61.3,516.0,59.3,4.0,0.0,108.0
514,Mark West Union Elementary (Sonoma),49-70805-0000000,1295.0,178.0,12.1,1475.0,42.0,25.0,47.0,14.0,14.0,423.0,8.0,90.0,0.0,854.0,1.7,3.2,0.9,0.9,28.7,0.5,6.1,0.0,57.9,74.0,5.0,redacted,470.0,31.9,227.0,54.3,6.0,4.0,99.0
515,Martinez Unified (Contra Costa),07-61739-0000000,3962.0,342.0,8.3,4143.0,50.0,8.0,156.0,105.0,109.0,1265.0,16.0,435.0,66.0,1983.0,0.2,3.8,2.5,2.6,30.5,0.4,10.5,1.6,47.9,257.0,6.2,redacted,950.0,22.9,1094.0,30.8,65.0,0.0,480.0
516,Marysville Joint Unified (Yuba),58-72736-0000000,8970.0,2305.0,23.1,9986.0,51.0,269.0,879.0,363.0,46.0,4206.0,41.0,368.0,62.0,3752.0,2.7,8.8,3.6,0.5,42.1,0.4,3.7,0.6,37.6,959.0,9.6,100,7977.0,79.9,7809.0,82.2,110.0,89.0,1290.0
517,Mattole Unified (Humboldt),12-75382-0000000,57.0,10.0,1.4,737.0,31.0,24.0,2.0,6.0,0.0,99.0,1.0,76.0,3.0,526.0,3.3,0.3,0.8,0.0,13.4,0.1,10.3,0.4,71.4,2.0,0.3,redacted,465.0,63.1,11.0,32.7,34.0,0.0,80.0
518,Maxwell Unified (Colusa),06-61606-0000000,321.0,108.0,33.1,326.0,40.0,13.0,3.0,0.0,0.0,166.0,2.0,3.0,11.0,128.0,4.0,0.9,0.0,0.0,50.9,0.6,0.9,3.4,39.3,33.0,10.1,redacted,244.0,74.8,250.0,71.1,25.0,5.0,44.0
519,McCabe Union Elementary (Imperial),13-63180-0000000,1338.0,251.0,18.1,1389.0,17.0,0.0,44.0,4.0,3.0,1174.0,1.0,3.0,1.0,159.0,0.0,3.2,0.3,0.2,84.5,0.1,0.2,0.1,11.4,327.0,23.5,redacted,426.0,30.7,552.0,40.5,15.0,17.0,83.0
520,McCloud Union Elementary (Siskiyou),47-70409-0000000,57.0,,,66.0,35.0,3.0,0.0,0.0,0.0,11.0,0.0,7.0,2.0,43.0,4.5,0.0,0.0,0.0,16.7,0.0,10.6,3.0,65.2,0.0,0.0,redacted,45.0,68.2,45.0,76.6,0.0,0.0,8.0
521,McFarland Unified (Kern),15-73908-0000000,3378.0,1504.0,42.1,3570.0,2.0,1.0,18.0,15.0,11.0,3496.0,0.0,0.0,0.0,29.0,0.0,0.5,0.4,0.3,97.9,0.0,0.0,0.0,0.8,1202.0,33.7,16,3132.0,87.7,3219.0,91.2,184.0,207.0,244.0
522,McKinleyville Union Elementary (Humboldt),12-62950-0000000,1086.0,38.0,3.3,1151.0,38.0,95.0,14.0,10.0,0.0,167.0,5.0,110.0,2.0,748.0,8.3,1.2,0.9,0.0,14.5,0.4,9.6,0.2,65.0,19.0,1.7,redacted,628.0,54.6,630.0,53.0,50.0,0.0,212.0
523,McKittrick Elementary (Kern),15-63651-0000000,76.0,,,77.0,22.0,1.0,0.0,0.0,0.0,13.0,0.0,2.0,0.0,61.0,1.3,0.0,0.0,0.0,16.9,0.0,2.6,0.0,79.2,0.0,0.0,redacted,16.0,20.8,16.0,19.1,0.0,0.0,10.0
524,McSwain Union Elementary (Merced),24-65763-0000000,827.0,95.0,11.1,859.0,43.0,3.0,51.0,4.0,2.0,360.0,2.0,24.0,10.0,403.0,0.3,5.9,0.5,0.2,41.9,0.2,2.8,1.2,46.9,55.0,6.4,redacted,311.0,36.2,324.0,38.9,9.0,8.0,52.0
525,Meadows Union Elementary (Imperial),13-63198-0000000,469.0,231.0,47.3,488.0,17.0,1.0,0.0,5.0,0.0,413.0,2.0,2.0,0.0,65.0,0.2,0.0,1.0,0.0,84.6,0.4,0.4,0.0,13.3,87.0,17.8,redacted,328.0,67.2,362.0,78.7,0.0,25.0,38.0
526,Mendocino County Office of Education (Mendocino),23-10231-0000000,,15.0,21.1,71.0,48.0,11.0,0.0,2.0,0.0,35.0,1.0,0.0,1.0,21.0,15.5,0.0,2.8,0.0,49.3,1.4,0.0,1.4,29.6,13.0,18.3,redacted,66.0,89.2,67.0,,12.0,0.0,19.0
527,Mendocino Unified (Mendocino),23-65581-0000000,475.0,23.0,4.4,517.0,21.0,7.0,12.0,6.0,2.0,55.0,5.0,8.0,6.0,416.0,1.4,2.3,1.2,0.4,10.6,1.0,1.5,1.2,80.5,11.0,2.1,redacted,181.0,35.0,194.0,38.1,1.0,0.0,60.0
528,Mendota Unified (Fresno),10-75127-0000000,3158.0,2211.0,66.2,3339.0,2.0,1.0,3.0,2.0,0.0,3258.0,0.0,1.0,26.0,48.0,0.0,0.1,0.1,0.0,97.6,0.0,0.0,0.8,1.4,612.0,18.3,redacted,3320.0,99.4,3338.0,99.2,218.0,310.0,156.0
529,Menifee Union Elementary (Riverside),33-67116-0000000,9566.0,1061.0,9.1,11676.0,49.0,55.0,266.0,720.0,421.0,5065.0,67.0,494.0,107.0,4481.0,0.5,2.3,6.2,3.6,43.4,0.6,4.2,0.9,38.4,679.0,5.8,66,4681.0,40.1,4675.0,47.5,315.0,1.0,1213.0
530,Menlo Park City Elementary (San Mateo),41-68965-0000000,2891.0,254.0,8.5,2999.0,44.0,4.0,307.0,35.0,14.0,460.0,36.0,355.0,2.0,1786.0,0.1,10.2,1.2,0.5,15.3,1.2,11.8,0.1,59.6,329.0,11.0,redacted,211.0,7.0,364.0,11.5,4.0,0.0,233.0
531,Merced City Elementary (Merced),24-65771-0000000,10420.0,2632.0,24.1,10902.0,36.0,31.0,1026.0,563.0,78.0,7232.0,19.0,245.0,97.0,1611.0,0.3,9.4,5.2,0.7,66.3,0.2,2.2,0.9,14.8,1415.0,13.0,144,8816.0,80.9,8945.0,83.3,55.0,314.0,938.0
532,Merced County Office of Education (Merced),24-10249-0000000,,257.0,22.0,1169.0,31.0,0.0,31.0,56.0,1.0,830.0,7.0,21.0,1.0,222.0,0.0,2.7,4.8,0.1,71.0,0.6,1.8,0.1,19.0,128.0,10.9,36,1055.0,90.0,1004.0,,12.0,0.0,732.0
533,Merced River Union Elementary (Merced),24-73726-0000000,167.0,73.0,41.7,175.0,33.0,2.0,0.0,1.0,0.0,112.0,0.0,6.0,3.0,51.0,1.1,0.0,0.6,0.0,64.0,0.0,3.4,1.7,29.1,9.0,5.1,redacted,146.0,83.4,147.0,82.9,2.0,0.0,19.0
534,Merced Union High (Merced),24-65789-0000000,9759.0,880.0,8.5,10377.0,35.0,56.0,938.0,426.0,99.0,6962.0,25.0,114.0,33.0,1724.0,0.5,9.0,4.1,1.0,67.1,0.2,1.1,0.3,16.6,4520.0,43.6,83,7802.0,75.2,7887.0,77.8,790.0,273.0,929.0
535,Meridian Elementary (Sutter),51-71415-0000000,78.0,52.0,4.8,1090.0,48.0,6.0,40.0,129.0,12.0,197.0,14.0,75.0,32.0,585.0,0.6,3.7,11.8,1.1,18.1,1.3,6.9,2.9,53.7,50.0,4.6,redacted,660.0,60.6,56.0,74.6,10.0,0.0,125.0
536,Mesa Union Elementary (Ventura),56-72470-0000000,588.0,122.0,9.6,1276.0,47.0,5.0,41.0,23.0,33.0,566.0,4.0,74.0,3.0,527.0,0.4,3.2,1.8,2.6,44.4,0.3,5.8,0.2,41.3,51.0,4.0,redacted,401.0,31.4,255.0,40.8,11.0,19.0,93.0
537,Middletown Unified (Lake),17-64055-0000000,1376.0,114.0,6.8,1680.0,32.0,21.0,7.0,3.0,13.0,389.0,4.0,91.0,4.0,1148.0,1.3,0.4,0.2,0.8,23.2,0.2,5.4,0.2,68.3,77.0,4.6,redacted,998.0,59.4,901.0,61.2,232.0,0.0,197.0
538,Midway Elementary (Kern),15-63669-0000000,82.0,,,85.0,16.0,1.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,73.0,1.2,0.0,0.0,0.0,9.4,0.0,3.5,0.0,85.9,1.0,1.2,redacted,47.0,55.3,47.0,52.5,3.0,0.0,6.0
539,Mill Valley Elementary (Marin),21-65391-0000000,3023.0,80.0,2.6,3128.0,25.0,7.0,137.0,22.0,10.0,238.0,5.0,294.0,0.0,2415.0,0.2,4.4,0.7,0.3,7.6,0.2,9.4,0.0,77.2,198.0,6.3,redacted,124.0,4.0,184.0,6.1,3.0,0.0,278.0
540,Millbrae Elementary (San Mateo),41-68973-0000000,2363.0,625.0,25.7,2432.0,58.0,3.0,1067.0,22.0,156.0,464.0,48.0,166.0,2.0,504.0,0.1,43.9,0.9,6.4,19.1,2.0,6.8,0.1,20.7,551.0,22.7,redacted,495.0,20.4,913.0,37.0,35.0,0.0,228.0
541,Millville Elementary (Shasta),45-70052-0000000,243.0,,,251.0,15.0,2.0,0.0,0.0,2.0,13.0,0.0,16.0,0.0,218.0,0.8,0.0,0.0,0.8,5.2,0.0,6.4,0.0,86.9,1.0,0.4,redacted,69.0,27.5,69.0,33.4,0.0,0.0,14.0
542,Milpitas Unified (Santa Clara),43-73387-0000000,10072.0,2533.0,24.7,10260.0,54.0,37.0,4912.0,218.0,1926.0,2089.0,84.0,373.0,0.0,621.0,0.4,47.9,2.1,18.8,20.4,0.8,3.6,0.0,6.1,3204.0,31.2,15,3303.0,32.2,4656.0,46.8,399.0,0.0,814.0
543,Mission Union Elementary (Monterey),27-66084-0000000,122.0,17.0,13.5,126.0,27.0,0.0,2.0,0.0,2.0,93.0,0.0,1.0,0.0,28.0,0.0,1.6,0.0,1.6,73.8,0.0,0.8,0.0,22.2,16.0,12.7,redacted,16.0,12.7,28.0,22.2,0.0,0.0,0.0
544,Modesto City Elementary (Stanislaus),50-71167-0000000,,5946.0,38.8,15330.0,31.0,57.0,612.0,364.0,61.0,10546.0,87.0,558.0,544.0,2501.0,0.4,4.0,2.4,0.4,68.8,0.6,3.6,3.5,16.3,1831.0,11.9,63,13085.0,85.4,13334.0,87.5,383.0,367.0,2083.0
545,Modesto City High (Stanislaus),50-71175-0000000,,1507.0,9.8,15388.0,44.0,57.0,755.0,537.0,193.0,8547.0,135.0,724.0,373.0,4067.0,0.4,4.9,3.5,1.3,55.5,0.9,4.7,2.4,26.4,4890.0,31.8,59,9624.0,62.5,9548.0,64.0,381.0,129.0,1939.0
546,Modesto City Schools (Stanislaus),50-40717-0000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Modoc County Office of Education (Modoc),25-10256-0000000,,4.0,12.1,33.0,47.0,1.0,0.0,4.0,0.0,13.0,0.0,0.0,1.0,14.0,3.0,0.0,12.1,0.0,39.4,0.0,0.0,3.0,42.4,0.0,0.0,17,31.0,93.9,31.0,,0.0,0.0,27.0
548,Modoc Joint Unified (Modoc),25-73585-0000000,791.0,49.0,5.8,847.0,32.0,68.0,12.0,10.0,6.0,130.0,0.0,20.0,6.0,595.0,8.0,1.4,1.2,0.7,15.3,0.0,2.4,0.7,70.2,31.0,3.7,redacted,453.0,53.5,468.0,57.6,1.0,9.0,50.0
549,Mojave Unified (Kern),15-63677-0000000,2506.0,376.0,13.7,2735.0,52.0,23.0,12.0,855.0,10.0,1184.0,5.0,120.0,1.0,525.0,0.8,0.4,31.3,0.4,43.3,0.2,4.4,0.0,19.2,197.0,7.2,46,2244.0,82.0,2288.0,82.9,58.0,0.0,403.0
550,Mono County Office of Education (Mono),26-10264-0000000,,212.0,55.4,383.0,46.0,0.0,17.0,77.0,1.0,210.0,1.0,4.0,1.0,72.0,0.0,4.4,20.1,0.3,54.8,0.3,1.0,0.3,18.8,56.0,14.6,redacted,346.0,90.3,10.0,,8.0,0.0,9.0
551,Monroe Elementary (Fresno),10-62323-0000000,169.0,55.0,32.4,170.0,7.0,0.0,7.0,0.0,0.0,159.0,0.0,0.0,0.0,4.0,0.0,4.1,0.0,0.0,93.5,0.0,0.0,0.0,2.4,70.0,41.2,redacted,152.0,89.4,154.0,90.7,2.0,36.0,7.0
552,Monrovia Unified (Los Angeles),19-64790-0000000,5363.0,758.0,13.5,5616.0,39.0,12.0,250.0,357.0,157.0,3565.0,13.0,115.0,3.0,1144.0,0.2,4.5,6.4,2.8,63.5,0.2,2.0,0.1,20.4,1009.0,18.0,27,3268.0,58.2,3365.0,60.8,264.0,0.0,707.0
553,Monson-Sultana Joint Union Elementary (Tulare),54-72009-0000000,428.0,121.0,27.5,440.0,10.0,0.0,1.0,0.0,0.0,401.0,1.0,2.0,0.0,35.0,0.0,0.2,0.0,0.0,91.1,0.2,0.5,0.0,8.0,117.0,26.6,redacted,389.0,88.4,392.0,88.4,5.0,15.0,20.0
554,Montague Elementary (Siskiyou),47-70417-0000000,158.0,1.0,0.6,175.0,41.0,10.0,1.0,1.0,0.0,27.0,4.0,5.0,52.0,75.0,5.7,0.6,0.6,0.0,15.4,2.3,2.9,29.7,42.9,6.0,3.4,redacted,86.0,49.1,87.0,66.3,3.0,0.0,11.0
555,Monte Rio Union Elementary (Sonoma),49-70813-0000000,87.0,5.0,5.6,90.0,32.0,0.0,1.0,1.0,1.0,9.0,0.0,15.0,1.0,62.0,0.0,1.1,1.1,1.1,10.0,0.0,16.7,1.1,68.9,2.0,2.2,redacted,54.0,60.0,55.0,61.9,0.0,0.0,4.0
556,Montebello Unified (Los Angeles),19-64808-0000000,25825.0,8943.0,32.6,27398.0,5.0,54.0,510.0,74.0,93.0,26222.0,18.0,58.0,70.0,299.0,0.2,1.9,0.3,0.3,95.7,0.1,0.2,0.3,1.1,8088.0,29.5,246,22341.0,81.5,23512.0,88.2,879.0,0.0,2879.0
557,Montecito Union Elementary (Santa Barbara),42-69252-0000000,395.0,31.0,7.5,413.0,14.0,1.0,2.0,4.0,2.0,26.0,0.0,15.0,7.0,356.0,0.2,0.5,1.0,0.5,6.3,0.0,3.6,1.7,86.2,18.0,4.4,redacted,29.0,7.0,56.0,12.6,0.0,0.0,24.0
558,Monterey County Office of Education (Monterey),27-10272-0000000,,411.0,21.7,1897.0,44.0,8.0,30.0,37.0,38.0,1030.0,6.0,152.0,21.0,575.0,0.4,1.6,2.0,2.0,54.3,0.3,8.0,1.1,30.3,283.0,14.9,24,967.0,50.4,556.0,,73.0,0.0,468.0
559,Monterey Peninsula Unified (Monterey),27-66092-0000000,9191.0,3154.0,29.4,10732.0,46.0,31.0,519.0,530.0,408.0,6194.0,210.0,714.0,3.0,2123.0,0.3,4.8,4.9,3.8,57.7,2.0,6.7,0.0,19.8,2564.0,23.9,23,6912.0,64.4,6781.0,70.3,917.0,1.0,1102.0
560,Montgomery Elementary (Sonoma),49-70821-0000000,28.0,,,28.0,20.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,7.1,10.7,0.0,0.0,0.0,82.1,0.0,0.0,redacted,11.0,39.3,11.0,36.4,0.0,0.0,1.0
561,Moorpark Unified (Ventura),56-73940-0000000,6131.0,1070.0,16.5,6472.0,45.0,8.0,317.0,85.0,72.0,2983.0,9.0,279.0,0.0,2719.0,0.1,4.9,1.3,1.1,46.1,0.1,4.3,0.0,42.0,940.0,14.5,15,2217.0,34.3,2410.0,36.7,96.0,0.0,803.0
562,Moraga Elementary (Contra Costa),07-61747-0000000,1840.0,44.0,2.3,1898.0,43.0,3.0,283.0,16.0,30.0,158.0,2.0,261.0,0.0,1145.0,0.2,14.9,0.8,1.6,8.3,0.1,13.8,0.0,60.3,262.0,13.8,redacted,27.0,1.4,68.0,3.8,0.0,0.0,181.0
563,Moreland (Santa Clara),43-69575-0000000,4627.0,1346.0,28.2,4780.0,61.0,32.0,1380.0,116.0,137.0,1501.0,15.0,311.0,5.0,1283.0,0.7,28.9,2.4,2.9,31.4,0.3,6.5,0.1,26.8,887.0,18.6,redacted,1375.0,28.8,1984.0,43.4,7.0,0.0,489.0
564,Moreno Valley Unified (Riverside),33-67124-0000000,31417.0,7185.0,21.5,33408.0,32.0,90.0,711.0,4756.0,479.0,23678.0,260.0,871.0,1.0,2562.0,0.3,2.1,14.2,1.4,70.9,0.8,2.6,0.0,7.7,6975.0,20.9,475,27295.0,81.7,27814.0,83.6,4754.0,0.0,4259.0
565,Morgan Hill Unified (Santa Clara),43-69583-0000000,8014.0,1417.0,15.5,9137.0,47.0,45.0,764.0,166.0,213.0,4571.0,35.0,258.0,114.0,2971.0,0.5,8.4,1.8,2.3,50.0,0.4,2.8,1.2,32.5,1655.0,18.1,30,3337.0,36.5,3614.0,43.6,394.0,321.0,1028.0
566,Morongo Unified (San Bernardino),36-67777-0000000,7938.0,404.0,4.8,8466.0,46.0,55.0,99.0,625.0,134.0,2627.0,75.0,370.0,18.0,4463.0,0.6,1.2,7.4,1.6,31.0,0.9,4.4,0.2,52.7,359.0,4.2,74,5603.0,66.2,5674.0,66.2,254.0,0.0,1140.0
567,Mother Lode Union Elementary (El Dorado),09-61929-0000000,1031.0,174.0,16.0,1085.0,38.0,29.0,3.0,8.0,5.0,370.0,1.0,36.0,0.0,633.0,2.7,0.3,0.7,0.5,34.1,0.1,3.3,0.0,58.3,72.0,6.6,13,609.0,56.1,623.0,57.6,37.0,0.0,144.0
568,Mount Pleasant Elementary (Santa Clara),43-69617-0000000,2290.0,1124.0,47.4,2371.0,28.0,11.0,336.0,47.0,35.0,1750.0,31.0,51.0,32.0,78.0,0.5,14.2,2.0,1.5,73.8,1.3,2.2,1.3,3.3,351.0,14.8,14,1781.0,75.1,1470.0,85.5,106.0,28.0,277.0
569,Mountain Elementary (Santa Cruz),44-69773-0000000,113.0,2.0,1.7,118.0,16.0,0.0,1.0,0.0,0.0,9.0,0.0,7.0,0.0,101.0,0.0,0.8,0.0,0.0,7.6,0.0,5.9,0.0,85.6,5.0,4.2,redacted,12.0,10.2,13.0,9.9,0.0,0.0,7.0
570,Mountain Empire Unified (San Diego),37-68213-0000000,1477.0,614.0,22.1,2784.0,44.0,77.0,25.0,83.0,18.0,1430.0,8.0,147.0,19.0,977.0,2.8,0.9,3.0,0.6,51.4,0.3,5.3,0.7,35.1,241.0,8.7,redacted,1643.0,59.0,1138.0,73.3,30.0,2.0,323.0
571,Mountain House Elementary (Alameda),01-61218-0000000,17.0,6.0,37.5,16.0,43.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,8.0,12.5,0.0,0.0,0.0,37.5,0.0,0.0,0.0,50.0,0.0,0.0,redacted,12.0,75.0,12.0,63.2,0.0,0.0,1.0
572,Mountain Union Elementary (Shasta),45-73700-0000000,59.0,,,76.0,53.0,13.0,0.0,1.0,0.0,27.0,0.0,5.0,0.0,30.0,17.1,0.0,1.3,0.0,35.5,0.0,6.6,0.0,39.5,0.0,0.0,redacted,72.0,94.7,72.0,93.1,0.0,0.0,6.0
573,Mountain Valley Unified (Trinity),53-75028-0000000,248.0,23.0,8.4,273.0,50.0,18.0,35.0,0.0,0.0,34.0,1.0,38.0,0.0,147.0,6.6,12.8,0.0,0.0,12.5,0.4,13.9,0.0,53.8,16.0,5.9,redacted,202.0,74.0,204.0,78.5,46.0,0.0,36.0
574,Mountain View Elementary (Los Angeles),19-64816-0000000,6743.0,4127.0,58.5,7052.0,6.0,3.0,361.0,14.0,9.0,6628.0,1.0,1.0,34.0,1.0,0.0,5.1,0.2,0.1,94.0,0.0,0.0,0.5,0.0,1112.0,15.8,41,6441.0,91.3,6557.0,95.2,920.0,104.0,743.0
575,Mountain View Elementary (San Bernardino),36-67785-0000000,2459.0,443.0,17.3,2558.0,29.0,2.0,83.0,191.0,40.0,1866.0,1.0,61.0,19.0,295.0,0.1,3.2,7.5,1.6,72.9,0.0,2.4,0.7,11.5,254.0,9.9,16,1559.0,60.9,1656.0,66.3,84.0,0.0,271.0
576,Mountain View Whisman (Santa Clara),43-69591-0000000,4942.0,1313.0,25.6,5125.0,58.0,2.0,741.0,79.0,154.0,2041.0,28.0,534.0,0.0,1546.0,0.0,14.5,1.5,3.0,39.8,0.5,10.4,0.0,30.2,1277.0,24.9,redacted,1759.0,34.3,2175.0,45.0,85.0,0.0,482.0
577,Mountain View-Los Altos Union High (Santa Clara),43-69609-0000000,3940.0,321.0,7.8,4101.0,56.0,3.0,903.0,65.0,94.0,1069.0,20.0,231.0,3.0,1713.0,0.1,22.0,1.6,2.3,26.1,0.5,5.6,0.1,41.8,1366.0,33.3,redacted,639.0,15.6,789.0,20.6,44.0,0.0,488.0
578,Mt. Baldy Joint Elementary (San Bernardino),36-67793-0000000,98.0,4.0,3.8,106.0,43.0,1.0,5.0,3.0,0.0,37.0,0.0,4.0,0.0,56.0,0.9,4.7,2.8,0.0,34.9,0.0,3.8,0.0,52.8,2.0,1.9,redacted,18.0,17.0,22.0,18.4,0.0,0.0,12.0
579,Mt. Diablo Unified (Contra Costa),07-61754-0000000,30120.0,7296.0,22.9,31814.0,54.0,77.0,2331.0,1224.0,1466.0,13299.0,227.0,1763.0,1100.0,10327.0,0.2,7.3,3.8,4.6,41.8,0.7,5.5,3.5,32.5,6107.0,19.2,142,13801.0,43.4,15197.0,48.6,238.0,0.0,3619.0
580,Mt. Shasta Union Elementary (Siskiyou),47-70425-0000000,551.0,5.0,0.9,580.0,23.0,9.0,9.0,16.0,4.0,62.0,5.0,13.0,0.0,462.0,1.6,1.6,2.8,0.7,10.7,0.9,2.2,0.0,79.7,8.0,1.4,redacted,229.0,39.5,229.0,42.4,1.0,0.0,43.0
581,Mulberry Elementary (Imperial),13-63206-0000000,83.0,13.0,14.4,90.0,42.0,0.0,0.0,2.0,3.0,45.0,0.0,3.0,1.0,36.0,0.0,0.0,2.2,3.3,50.0,0.0,3.3,1.1,40.0,8.0,8.9,redacted,36.0,40.0,42.0,46.9,0.0,0.0,2.0
582,Mupu Elementary (Ventura),56-72504-0000000,149.0,22.0,8.2,268.0,42.0,2.0,0.0,4.0,4.0,139.0,1.0,15.0,0.0,103.0,0.7,0.0,1.5,1.5,51.9,0.4,5.6,0.0,38.4,24.0,9.0,redacted,161.0,60.1,90.0,52.3,20.0,0.0,17.0
583,Muroc Joint Unified (Kern),15-63685-0000000,1779.0,51.0,2.7,1881.0,51.0,12.0,17.0,148.0,61.0,494.0,8.0,217.0,0.0,924.0,0.6,0.9,7.9,3.2,26.3,0.4,11.5,0.0,49.1,92.0,4.9,12,554.0,29.5,573.0,30.2,0.0,0.0,208.0
584,Murrieta Valley Unified (Riverside),33-75200-0000000,21864.0,1492.0,6.5,22978.0,52.0,69.0,1091.0,1205.0,795.0,8242.0,170.0,1515.0,39.0,9852.0,0.3,4.7,5.2,3.5,35.9,0.7,6.6,0.2,42.9,2279.0,9.9,110,6910.0,30.1,7553.0,33.3,48.0,0.0,2999.0
585,Napa County Office of Education (Napa),28-10280-0000000,,36.0,26.5,136.0,20.0,0.0,0.0,2.0,0.0,111.0,2.0,2.0,0.0,19.0,0.0,0.0,1.5,0.0,81.6,1.5,1.5,0.0,14.0,43.0,31.6,redacted,116.0,82.9,118.0,,18.0,0.0,26.0
